sentence,hypothesis,translation,clean_sentence,clean_hypothesis,clean_translation,training_time
中华人民共和国政治人物。,People's Republic of China,A political figure in the People’s Republic of China.,中华人民共和国政治人物,people s republic of china,a political figure in the people s republic of china,4191.862732887268
吴寿朋，浙江山阴人，清朝政治人物。,"Wu Shoupeng, a political figure of the Qing Dynasty, a Shanyin from Zhejiang.","Wu Soupang from Shanyang, Jejiang, political figure in Qing Dynasty.",吴寿朋 浙江山阴人 清朝政治人物,wu shoupeng a political figure of the qing dynasty a shanyin from zhejiang,wu soupang from shanyang jejiang political figure in qing dynasty,4191.862732887268
卢瓦龙吕耶是法国马耶讷省的一个市镇，位于该省西部，属于拉瓦勒区。,"Lua Long Luiye is a town in the French province of Marien, located in the western province of Lao'ale.","Loiron-Louye is a town in the French province of Mayenne, located in the western part of the province and belonging to the Laval district.",卢瓦龙吕耶是法国马耶讷省的一个市镇 位于该省西部 属于拉瓦勒区,lua long luiye is a town in the french province of marien located in the western province of lao ale,loiron louye is a town in the french province of mayenne located in the western part of the province and belonging to the laval district,4191.862732887268
萧正义，字公威，南兰陵郡兰陵县人，南北朝时南梁宗室。,"Xiao Zheng Yi, self-proclaimed, South Lanling County, Lanling County, North and South Chaoshi, South Liang, Zongshi","Xiao Zhengyi, also name Gongwei from Lanling in South Lanling District, South Liang Royalty in Southern & Northern Dynasty.",萧正义 字公威 南兰陵郡兰陵县人 南北朝时南梁宗室,xiao zheng yi self proclaimed south lanling county lanling county north and south chaoshi south liang zongshi,xiao zhengyi also name gongwei from lanling in south lanling district south liang royalty in southern northern dynasty,4191.862732887268
爱好者电影是由爱好者而非版权所有者或原作者所自行创作的电影或影片。,The movie you like and love is is not an unofficial movie or video created by a creator or copyright infringement,"A fan film is a movie or film created by fans, and not the copyright owner or the original author.",爱好者电影是由爱好者而非版权所有者或原作者所自行创作的电影或影片,the movie you like and love is is not an unofficial movie or video created by a creator or copyright infringement,a fan film is a movie or film created by fans and not the copyright owner or the original author,4191.862732887268
嘉靖三十八年，登进士第三甲第五十九名。,"38th year of Jiajing, the third and 59th in the Dengjing clan",Ranked No.59 of the third grade (San Jia) Jinshi degree in the 38th year of the Jiajing reign.,嘉靖三十八年 登进士第三甲第五十九名,38th year of jiajing the third and 59th in the dengjing clan,ranked no 59 of the third grade jinshi degree in the 38th year of the jiajing reign,4191.862732887268
高中时，参加校园歌唱比赛枫之聆获得冠军、市长奖毕业。,"In high school, Feng Zhiling won the grand prize and graduated.","Winner of Feng Zi Ling Inter-school singing competition, during high school, graduate of Mayors Award.",高中时 参加校园歌唱比赛枫之聆获得冠军 市长奖毕业,in high school feng zhiling won the grand prize and graduated,winner of feng zi ling inter school singing competition during high school graduate of mayors award,4191.862732887268
其风格接近于希区考克的《后窗》。,Its style is close to the back window of the western area考课,Its style is similar to Hitchcock's “Back Window”.,其风格接近于希区考克的 后窗,its style is close to the back window of the western area考课,its style is similar to hitchcock s back window,4191.862732887268
化验报告显示这名男童用狂犬疫苗是假药。,The post- evangelist report showed that the boy was выд Madam between one and two Fake medicine,The test report showed that the boy's rabies vaccine was a fake medicine.,化验报告显示这名男童用狂犬疫苗是假药,the post evangelist report showed that the boy was выд madam between one and two fake medicine,the test report showed that the boy s rabies vaccine was a fake medicine,4191.862732887268
白晖怀，太平天国将领。,,Bai Huihuai is the general of Taiping Heavenly Kingdom.,白晖怀 太平天国将领,,bai huihuai is the general of taiping heavenly kingdom,4191.862732887268
南梁天监二年，任官后军骑兵参军事。,öYou tell me where we're going Ö ÖOoo deathright Ö ÖI FWHÖÖÖÖÖÖ管KÖÖÖ ÖÖÖÖÖÖ,"Nanliang Dynasty, second year of Tianjian, joined the military as a military officer.",南梁天监二年 任官后军骑兵参军事,öyou tell me where we re going ö öooo deathright ö öi fwhöööööö管kööö öööööö,nanliang dynasty second year of tianjian joined the military as a military officer,4191.862732887268
李丽秋，是一位出身台湾台南的企业家。,"Li Liqiu is an entrepreneur from Tainan, Taiwan.","Li Liqiu is an entrepreneur from Tainan, Taiwan, PRC.",李丽秋 是一位出身台湾台南的企业家,li liqiu is an entrepreneur from tainan taiwan,li liqiu is an entrepreneur from tainan taiwan prc,4191.862732887268
丽兹酒店可以指：,Liz Hotel Walkingloe,Hôtel Ritz can refer to:,丽兹酒店可以指,liz hotel walkingloe,hôtel ritz can refer to,4191.862732887268
吴韫珍学习工作勤奋，家庭、宿舍，标本室都成为他的工作室，往往工作至深夜。,"Wu Yunzhen is diligent in her study and work. Her family, dorm, and bookshop are all her studios. She often works until late at night.","Wu Yizhen worked hard in his studies, his family and dormitory, and herbarium all became his studio, often working late at night.",吴韫珍学习工作勤奋 家庭 宿舍 标本室都成为他的工作室 往往工作至深夜,wu yunzhen is diligent in her study and work her family dorm and bookshop are all her studios she often works until late at night,wu yizhen worked hard in his studies his family and dormitory and herbarium all became his studio often working late at night,4191.862732887268
淞沪警备区，或淞沪警备司令部，可以指代：,The Songhu警备区 or Songhu警备司令部 can be used to indicate,"Songhu police area, or Songhu police headquarter, may refer to:",淞沪警备区 或淞沪警备司令部 可以指代,the songhu警备区 or songhu警备司令部 can be used to indicate,songhu police area or songhu police headquarter may refer to,4191.862732887268
声调共九个。,"it's natural, 9 wishes",There are nine tones.,声调共九个,it s natural 9 wishes,there are nine tones,4191.862732887268
万历八年庚辰科第三甲第四十名进士。,The third and fourth underscore in intertwined changing the career in枉例八年,Ranked No.40 of the third grade (San Jia) Gengchen degree in the 8th year of the Wanli reign.,万历八年庚辰科第三甲第四十名进士,the third and fourth underscore in intertwined changing the career in枉例八年,ranked no 40 of the third grade gengchen degree in the 8th year of the wanli reign,4191.862732887268
有些人认为这是一个计谋，以让人忘记其创立的历史和本意。,Some people think this is a scheme to make people forget the history and essence of its creation.,Some people think it's a trick to make people forget the history and original intention of its creation.,有些人认为这是一个计谋 以让人忘记其创立的历史和本意,some people think this is a scheme to make people forget the history and essence of its creation,some people think it s a trick to make people forget the history and original intention of its creation,4191.862732887268
道光十七年，再任南海县知县。,"17 years of Daoguang, I am now in the South China Sea County.","In the seventeenth year of Daoguang period, they were appointed as the county magistrate of Nanhai county.",道光十七年 再任南海县知县,17 years of daoguang i am now in the south china sea county,in the seventeenth year of daoguang period they were appointed as the county magistrate of nanhai county,4191.862732887268
默罕默德·福阿德帕夏,Mohamed Fuad Pasha,Mehmed Fuad Pasha,默罕默德 福阿德帕夏,mohamed fuad pasha,mehmed fuad pasha,4191.862732887268
王子宫是荷兰城市代尔夫特的一座建筑，修建于中世纪时期，最初是一座修道院。,"The Prince Palace is a building in the city of Delfurt, Holland. It was built in the mid-century, and was originally a monastery.",The Prinsenhof in the city of Delft in the Netherlands is an urban palace built in the Middle Ages as a monastery.,王子宫是荷兰城市代尔夫特的一座建筑 修建于中世纪时期 最初是一座修道院,the prince palace is a building in the city of delfurt holland it was built in the mid century and was originally a monastery,the prinsenhof in the city of delft in the netherlands is an urban palace built in the middle ages as a monastery,4191.862732887268
师从由共产党脱离的反共保守派知识份子伊藤隆和。,The anti-communist conservative intellectuals who have been separated from the Communist Party have been in a state of chaos.,"He learned from Ito Tanago, an anti-Communism conservative intellectual who broke away from the Communist Party.",师从由共产党脱离的反共保守派知识份子伊藤隆和,the anti communist conservative intellectuals who have been separated from the communist party have been in a state of chaos,he learned from ito tanago an anti communism conservative intellectual who broke away from the communist party,4191.862732887268
智能感测器时，会进行事先定义动作的感测器。,The sensor will define the action in advance when the intelligent sensor is used.,Smart sensing will perform pre-set sensor action.,智能感测器时 会进行事先定义动作的感测器,the sensor will define the action in advance when the intelligent sensor is used,smart sensing will perform pre set sensor action,4191.862732887268
樊伉因是皇亲的缘故，恩宠不同于其他的列侯。,The reason for the resistance to the British and the royal family is that the number of enemies is different from the number of other nobles.,Fan Kang is different from other princes because he is a relative of the emperor.,樊伉因是皇亲的缘故 恩宠不同于其他的列侯,the reason for the resistance to the british and the royal family is that the number of enemies is different from the number of other nobles,fan kang is different from other princes because he is a relative of the emperor,4191.862732887268
彭绍升从子。,"Peng Shaosheng, from now on...",Peng Shasheng followed the suggestions of his son.,彭绍升从子,peng shaosheng from now on,peng shasheng followed the suggestions of his son,4191.862732887268
胡汝嘉，字懋中，南京鹰扬卫人，官籍，明朝政治人物、进士出身。,"The self-proclaimed Hu Rujia, the great Ying Yang of Nanjing, and the political figure of the Ming Dynasty, Guan Ji, were born in the Jin Dynasty.","Hu Rujia, courtesy name Maozhong, is a native of Yingyang, Nanjing, a government official, a political figure and Jinshi in the Ming Dynasty.",胡汝嘉 字懋中 南京鹰扬卫人 官籍 明朝政治人物 进士出身,the self proclaimed hu rujia the great ying yang of nanjing and the political figure of the ming dynasty guan ji were born in the jin dynasty,hu rujia courtesy name maozhong is a native of yingyang nanjing a government official a political figure and jinshi in the ming dynasty,4191.862732887268
本属物种以海绵为食，而这亦在它们的齿舌上反映了。,This is due to their,"This species mainly feeds on sponges, and this is reflected on their tongues.",本属物种以海绵为食 而这亦在它们的齿舌上反映了,this is due to their,this species mainly feeds on sponges and this is reflected on their tongues,4191.862732887268
发动机由十台燃煤船用式提供动力。,The engine is powered by 10 Rianmei transmission rooms.,The engines were powered by ten coal-fired Marine-type boilers.,发动机由十台燃煤船用式提供动力,the engine is powered by 10 rianmei transmission rooms,the engines were powered by ten coal fired marine type boilers,4191.862732887268
金正恩至今四次访华，均获得中共中央总书记、国家主席习近平接见，并与其举行会谈。,"Jin Zhenen has been to China four times, and has been met by the Chinese Central Committee General Secretary and the President Xi Jinping.",Kim Jong-un has visited China for the four time and has been entertained by general secretary of the CPC Central Committee and state president Xi Jinping. Xi held talks with him.,金正恩至今四次访华 均获得中共中央总书记 国家主席习近平接见 并与其举行会谈,jin zhenen has been to china four times and has been met by the chinese central committee general secretary and the president xi jinping,kim jong un has visited china for the four time and has been entertained by general secretary of the cpc central committee and state president xi jinping xi held talks with him,4191.862732887268
曾任卫生部政务次官、政府党鞭、政府副党鞭长等职。,"He was a former official of the Ministry of Health, government party editor, government deputy party editor, etc.","She has served as a deputy officer of Ministry of Health, government whip, deputy chief whip, etc.",曾任卫生部政务次官 政府党鞭 政府副党鞭长等职,he was a former official of the ministry of health government party editor government deputy party editor etc,she has served as a deputy officer of ministry of health government whip deputy chief whip etc,4191.862732887268
被誉为《论语》旧注集大成作。,Y병&神與天中理念,"Reputed as a work that expands upon the original ""Analects of Confucius"".",被誉为 论语 旧注集大成作,y병 神與天中理念,reputed as a work that expands upon the original analects of confucius,4191.862732887268
她的父亲是一位律师，还曾为《纽约时报》撰稿；母亲艾尔莎是一位出版业主管。,"His father is a lawyer, and he has also worked for the New York Times. His mother, Elsa, is a publishing house manager.","Her father was a lawyer and wrote for the New York Times; her mother, Elsa, was a publishing executive.",她的父亲是一位律师 还曾为 纽约时报 撰稿 母亲艾尔莎是一位出版业主管,his father is a lawyer and he has also worked for the new york times his mother elsa is a publishing house manager,her father was a lawyer and wrote for the new york times her mother elsa was a publishing executive,4191.862732887268
台湾清治末期至日治初期，虎尾地区为一街庄，称为「五间厝庄」，隶属于大丘田堡。,"Taiwan's Qing and Mo dynasties to the early days of the Japanese colonial period, the only street-dress called the Five-Way Wrong-Dress, is the Daqiu Tianbao.","During the end of Qing rule to the beginning of Japanese rule, Huwei area is a street in Taiwai in the name of Wujiancuozhuang, affiliated to Tianbao Daqiu.",台湾清治末期至日治初期 虎尾地区为一街庄 称为 五间厝庄 隶属于大丘田堡,taiwan s qing and mo dynasties to the early days of the japanese colonial period the only street dress called the five way wrong dress is the daqiu tianbao,during the end of qing rule to the beginning of japanese rule huwei area is a street in taiwai in the name of wujiancuozhuang affiliated to tianbao daqiu,4191.862732887268
王莽取代汉朝后，始建国元年，封为初睦侯。,Wu list of,"After Wang Mang defeated Han Dynasty, he appointed the Duke of Chu Mu and instated the 1st year of Jianguo.",王莽取代汉朝后 始建国元年 封为初睦侯,wu list of,after wang mang defeated han dynasty he appointed the duke of chu mu and instated the 1st year of jianguo,4191.862732887268
斯普利特机场是克罗埃西亚城市斯普利特的国际机场。,The Spelit airport is the international airport of Croatia.,"Split airport is the international airport of the Croatia city, Split.",斯普利特机场是克罗埃西亚城市斯普利特的国际机场,the spelit airport is the international airport of croatia,split airport is the international airport of the croatia city split,4191.862732887268
妇人潘明秀杀了情夫后，又供出三年前已杀了丈夫的相关内幕。,"After the woman, Pan Mingxiu, killed her husband, she shared the same story of her husband being killed three years ago.","After killing her lover, Pan Mingsou then volunteered the back story of her husband’s murder from 3 years ago.",妇人潘明秀杀了情夫后 又供出三年前已杀了丈夫的相关内幕,after the woman pan mingxiu killed her husband she shared the same story of her husband being killed three years ago,after killing her lover pan mingsou then volunteered the back story of her husband s murder from 3 years ago,4191.862732887268
这是马尔代夫第十次参加亚洲运动会。,This is the 10th time Maldives has participated in the Asian Games.,This was the tenth Asian Games meet that Maldives had participated in.,这是马尔代夫第十次参加亚洲运动会,this is the 10th time maldives has participated in the asian games,this was the tenth asian games meet that maldives had participated in,4191.862732887268
锦绣湖，是上海市闵行区七宝镇闵行体育公园内的一个人工湖。,"Jingxiu Lake is an artificial lake in Qibao Town, Minhang District, Shanghai.","Jinxiu Hu, a man made lake located in Minxing Sports Park in Qibao Township in Shanghai City.",锦绣湖 是上海市闵行区七宝镇闵行体育公园内的一个人工湖,jingxiu lake is an artificial lake in qibao town minhang district shanghai,jinxiu hu a man made lake located in minxing sports park in qibao township in shanghai city,4191.862732887268
但舅妈为了钱财，与流氓马三开设的妓院“同喜院”。,"Burned at work, broke the","But the aunt, set up a brothel called ""Tongxi House"" with the rogue Ma San for money.",但舅妈为了钱财 与流氓马三开设的妓院 同喜院,burned at work broke the,but the aunt set up a brothel called tongxi house with the rogue ma san for money,4191.862732887268
而格鲁吉亚正教会则使用拜占庭礼传统。,The Georgian Orthodox Church uses the tradition of the,The Orthodox Church of Georgia conducts the Byzantine tradition.,而格鲁吉亚正教会则使用拜占庭礼传统,the georgian orthodox church uses the tradition of the,the orthodox church of georgia conducts the byzantine tradition,4191.862732887268
冷泉巷站站址接近北方中央铁路的梅尔维尔站旧址。,"The old Mayer-Weir station, close to coalhtcry of the worms north central railway",Lengquanxiang station is close to the former Melville station of the Northern Central Railway.,冷泉巷站站址接近北方中央铁路的梅尔维尔站旧址,the old mayer weir station close to coalhtcry of the worms north central railway,lengquanxiang station is close to the former melville station of the northern central railway,4191.862732887268
欧洲节拍发展出来。,Meantime the EU is warmed up.,It was developed by Eurobeat.,欧洲节拍发展出来,meantime the eu is warmed up,it was developed by eurobeat,4191.862732887268
帕纳米林是巴西伯南布哥州的一个市镇。,"Panamil is a town in the city of Pugazh, Brazil.","Panamilin is a town in Pernambuco, Brazil.",帕纳米林是巴西伯南布哥州的一个市镇,panamil is a town in the city of pugazh brazil,panamilin is a town in pernambuco brazil,4191.862732887268
许多新的开发者在后来的数年内一直追随这家公司的领导。,Many new developers have been following the company's leadership over the years.,Many new developers have followed the leader of this organization for the following years.,许多新的开发者在后来的数年内一直追随这家公司的领导,many new developers have been following the company s leadership over the years,many new developers have followed the leader of this organization for the following years,4191.862732887268
达朗贝尔方程是一个的波动方程。,The D'Alembert equation is a wave equation.,The Dalangbaier Eguation is a wave equation.,达朗贝尔方程是一个的波动方程,the d alembert equation is a wave equation,the dalangbaier eguation is a wave equation,4191.862732887268
同专辑歌曲。,Same-edit song,The same album song.,同专辑歌曲,same edit song,the same album song,4191.862732887268
来自欧洲的移民潮亦达到高峰。,"Migration from Europe, when ground-olt лsh popular",Immigration tide from Europe peaked.,来自欧洲的移民潮亦达到高峰,migration from europe when ground olt лsh popular,immigration tide from europe peaked,4191.862732887268
终于熬到八点,"Finally, it's 8 o'clock.","Finally, it was eight o 'clock",终于熬到八点,finally it s 8 o clock,finally it was eight o clock,4191.862732887268
黄仲涵。,Huang Zhonghan,Huang Zhonghan.,黄仲涵,huang zhonghan,huang zhonghan,4191.862732887268
立达公园。,Lida Park,Li Da Park.,立达公园,lida park,li da park,4191.862732887268
硝酸盐试验指的是用于确定溶液中是否存在硝酸根离子的化学测试。,The salt-baking experiment is used to determine whether there are any chemical tests in the solution.,Nitrate test is that a chemical test used to determine whether nitrate ions are existed in a solution.,硝酸盐试验指的是用于确定溶液中是否存在硝酸根离子的化学测试,the salt baking experiment is used to determine whether there are any chemical tests in the solution,nitrate test is that a chemical test used to determine whether nitrate ions are existed in a solution,4191.862732887268
威廉难辞其咎。,《威廉难辞其咎》,William is to blame.,威廉难辞其咎,威廉难辞其咎,william is to blame,4191.862732887268
该镇由原梅县区雁洋镇和原梅县区三乡镇合并而成。,The town was formed by the merger of Yanyang Town and Sanchiang Town in the Meixian District.,This town was merged by Yanyang Town of the former Meixian District and Sanxiang Town of the former Meixian District.,该镇由原梅县区雁洋镇和原梅县区三乡镇合并而成,the town was formed by the merger of yanyang town and sanchiang town in the meixian district,this town was merged by yanyang town of the former meixian district and sanxiang town of the former meixian district,4191.862732887268
金朝沿置。,Dep Royer,Commissioner of education in Jin Dynasty.,金朝沿置,dep royer,commissioner of education in jin dynasty,4191.862732887268
道路西端连接天耀路以及通往乐湖居的私人道路。,The road connects Tianyao Road and the private road to Lehu District,The western part of the road joint Tianyao Road and a private road leading to Lehuju.,道路西端连接天耀路以及通往乐湖居的私人道路,the road connects tianyao road and the private road to lehu district,the western part of the road joint tianyao road and a private road leading to lehuju,4191.862732887268
子刘景素承袭王位。,"Liu Jingsu, Cheng Xi, Wang Wei",His son Liu Jingsu acceded to the throne.,子刘景素承袭王位,liu jingsu cheng xi wang wei,his son liu jingsu acceded to the throne,4191.862732887268
但也有主持默哀者读秒计时的例子。,"However, there are also examples ofとか時主持� other people",But there were also examples of mourners made countdown.,但也有主持默哀者读秒计时的例子,however there are also examples ofとか時主持 other people,but there were also examples of mourners made countdown,4191.862732887268
还分别是世界第六大镍矿及白金生产国。,They are also the sixth largest mining and gold production countries in the world.,They are the sixth largest Nickel Ore and Platinum producers in the world respectively.,还分别是世界第六大镍矿及白金生产国,they are also the sixth largest mining and gold production countries in the world,they are the sixth largest nickel ore and platinum producers in the world respectively,4191.862732887268
胜眼光是香港已退役纯种竞赛马匹。,Holy Eyes is Hong Kong已推一唇腫競賽馬痞,Sight Winner is a purebred race horse retired in Hong Kong.,胜眼光是香港已退役纯种竞赛马匹,holy eyes is hong kong已推一唇腫競賽馬痞,sight winner is a purebred race horse retired in hong kong,4191.862732887268
福特汽车主管将原先的装配线发展成为了由机械传送带来运输零件让工人进行组装。,The former equipment line was developed by the Ford car manager to be used as a machine delivery belt to transport parts for workers to assemble.,Ford executives developed the former assembly line into a machine that transported parts for workers to assemble.,福特汽车主管将原先的装配线发展成为了由机械传送带来运输零件让工人进行组装,the former equipment line was developed by the ford car manager to be used as a machine delivery belt to transport parts for workers to assemble,ford executives developed the former assembly line into a machine that transported parts for workers to assemble,4191.862732887268
双南肥蛛为园蛛科肥蛛属的动物。,The double- exhibits civilial species of the piglet moved by ordinary pigs and rats,Larinia dinanea is an animal of Araneidae and Larinia.,双南肥蛛为园蛛科肥蛛属的动物,the double exhibits civilial species of the piglet moved by ordinary pigs and rats,larinia dinanea is an animal of araneidae and larinia,4191.862732887268
一楼内部的空间设有室内游泳池和其他活动设施。,There are swimming pools and other activities facilities on the first floor.,There are indoor swimming pool and other activities facilities.,一楼内部的空间设有室内游泳池和其他活动设施,there are swimming pools and other activities facilities on the first floor,there are indoor swimming pool and other activities facilities,4191.862732887268
它拥有卵形的伪球茎。,1960 Spot training Here it is the Upping Before communicating with the kids please just express that a student,It has ovate fake stems.,它拥有卵形的伪球茎,1960 spot training here it is the upping before communicating with the kids please just express that a student,it has ovate fake stems,4191.862732887268
绽灰蝶属是线灰蝶亚科美灰蝶族中的一个属。,"The Centaurus숫ous is a biggest instruction in the Western extremely west China Fastways. This is the heart of apping Jesus, who was the source of the Spirit of the West, when Jesus saw him.",Janthecla is a species of theclinae and eumaeini.,绽灰蝶属是线灰蝶亚科美灰蝶族中的一个属,the centaurus숫ous is a biggest instruction in the western extremely west china fastways this is the heart of apping jesus who was the source of the spirit of the west when jesus saw him,janthecla is a species of theclinae and eumaeini,4191.862732887268
朝来市立生野中学校位于日本兵库县朝来市的公立中学校。,"Chao Lai City Lishengye Middle School Located in the Gongli Middle School in Chao Lai City, Binku County, Japan","Ikuno Gakuen Junior High School is a public junior high school, located in Asai City Hyogo Prefecture, Japan.",朝来市立生野中学校位于日本兵库县朝来市的公立中学校,chao lai city lishengye middle school located in the gongli middle school in chao lai city binku county japan,ikuno gakuen junior high school is a public junior high school located in asai city hyogo prefecture japan,4191.862732887268
他的父亲瞽叟是个盲人。,"His father, Gu Suo, is a blind man.","Gusou, my father, was blind.",他的父亲瞽叟是个盲人,his father gu suo is a blind man,gusou my father was blind,4191.862732887268
尖颖早熟禾为禾本科早熟禾属下的一个种。,The pit pulled early📗 losing early📴-gi eternity state,Poa acmocalyx Keng is a species of gramineae and Poa annua L..,尖颖早熟禾为禾本科早熟禾属下的一个种,the pit pulled early losing early gi eternity state,poa acmocalyx keng is a species of gramineae and poa annua l,4191.862732887268
黑板是涂上黑色颜料的石板瓦。,The black panel is a stone panel with black paint.,The black pigment on the blackboard is slate.,黑板是涂上黑色颜料的石板瓦,the black panel is a stone panel with black paint,the black pigment on the blackboard is slate,4191.862732887268
首府玛利亚娜。,First,The capital is Maliana.,首府玛利亚娜,first,the capital is maliana,4191.862732887268
沙尼阿。,Kill your mother,Shania.,沙尼阿,kill your mother,shania,4191.862732887268
位于河南省内乡县乍曲乡白杨村大窑店自然村。,"In the inner county of Henan Province, Baiyang Village in Zhaqu Township, Zirancun Village in Dayou Hall","It is located in Dayaodian Natural Village, Baiyang Village, Zhaqu Town, Neixiang County, Henan Province.",位于河南省内乡县乍曲乡白杨村大窑店自然村,in the inner county of henan province baiyang village in zhaqu township zirancun village in dayou hall,it is located in dayaodian natural village baiyang village zhaqu town neixiang county henan province,4191.862732887268
雅塞内。,watering,Yasseine.,雅塞内,watering,yasseine,4191.862732887268
祖父洪长庚是台湾首位眼科博士。,Grandfather Hong Chang-gen is the first Chinese doctor of eye surgery in Taiwan,"His grandfather, Hong Chang-Gung, was the first Doctor of ophthalmology in Taiwan.",祖父洪长庚是台湾首位眼科博士,grandfather hong chang gen is the first chinese doctor of eye surgery in taiwan,his grandfather hong chang gung was the first doctor of ophthalmology in taiwan,4191.862732887268
尼尼微省是伊拉克十八省之一。,Ni Niwei province is one of the 18 provinces of Iraq,Ninawa is one of the eighteen provinces in Iraq.,尼尼微省是伊拉克十八省之一,ni niwei province is one of the 18 provinces of iraq,ninawa is one of the eighteen provinces in iraq,4191.862732887268
这和照镜子时左右对调的性质有关。,This is related to the temperament of the left and right of the mirror.,This is related to the nature of left-right adjustment when looking into the mirror.,这和照镜子时左右对调的性质有关,this is related to the temperament of the left and right of the mirror,this is related to the nature of left right adjustment when looking into the mirror,4191.862732887268
周寒梅任经理。,Zhou Hanmei is the manager,Zhou Hanmei was appointed as manager.,周寒梅任经理,zhou hanmei is the manager,zhou hanmei was appointed as manager,4191.862732887268
扎巴坚赞兄弟六人只有贡噶勒巴的父亲桑结坚赞娶妻生子。,The six brothers of Jabba praise only the father of Gongarba Sangye praises the wife and child,"Of the six brothers of Zabajianzan only Sang Jiejianzan, the father of Gonggalaba married and had children.",扎巴坚赞兄弟六人只有贡噶勒巴的父亲桑结坚赞娶妻生子,the six brothers of jabba praise only the father of gongarba sangye praises the wife and child,of the six brothers of zabajianzan only sang jiejianzan the father of gonggalaba married and had children,4191.862732887268
其站台的顶棚以马来甘榜高脚屋和山墙作为其建筑设计。,The roof of the station is designed with high-rises and hills as its architectural design.,The roof of its platform is designed with Pile dwelling and gables from Kampong Malaya.,其站台的顶棚以马来甘榜高脚屋和山墙作为其建筑设计,the roof of the station is designed with high rises and hills as its architectural design,the roof of its platform is designed with pile dwelling and gables from kampong malaya,4191.862732887268
三国都同意不干涉中国内政。,All three countries agreed not to interfere with China's internal affairs.,Three countries agree not to interfere in China's internal affairs.,三国都同意不干涉中国内政,all three countries agreed not to interfere with china s internal affairs,three countries agree not to interfere in china s internal affairs,4191.862732887268
县治克里夫兰。,בחsidial coolest approach,The county government is Cleveland.,县治克里夫兰,בחsidial coolest approach,the county government is cleveland,4191.862732887268
世界杯直播期间因发生蔡枫华对其咸猪手的罗生门事件令其声名大噪。,"During the World Cup broadcast, the incident of Luo Shengmen, who was killed by Cai Fenghua, made his reputation big.","During the live broadcast of the World Cup, Cai Fenghua became famous for the Luo Shengmen incident for he took the advantage of women.",世界杯直播期间因发生蔡枫华对其咸猪手的罗生门事件令其声名大噪,during the world cup broadcast the incident of luo shengmen who was killed by cai fenghua made his reputation big,during the live broadcast of the world cup cai fenghua became famous for the luo shengmen incident for he took the advantage of women,4191.862732887268
以夜间营业为主。,Focus on the business of the night.,It focuses on the opening hours at night.,以夜间营业为主,focus on the business of the night,it focuses on the opening hours at night,4191.862732887268
用数学归纳法。,math law,Mathematical induction is applied.,用数学归纳法,math law,mathematical induction is applied,4191.862732887268
不必要害怕信息。,No need to be afraid of information.,Do not be afraid of information.,不必要害怕信息,no need to be afraid of information,do not be afraid of information,4191.862732887268
竹绡蝶属是蛱蝶科斑蝶亚科绡蝶族中的一个属。,Bamboo def ardゴFrsp 灵火点火锁,Patricia is a species of nymphalidae and Milkweed butterfly and Ithomiini.,竹绡蝶属是蛱蝶科斑蝶亚科绡蝶族中的一个属,bamboo def ardゴfrsp 灵火点火锁,patricia is a species of nymphalidae and milkweed butterfly and ithomiini,4191.862732887268
庐山瓦韦为水龙骨科瓦韦属下的一个种。,Lushan Wavai is a species of Water Dragon Bone and Wavai is a species of rat.,Lepisorus lewisii is a species of polypodiaceae and Lepisorus.,庐山瓦韦为水龙骨科瓦韦属下的一个种,lushan wavai is a species of water dragon bone and wavai is a species of rat,lepisorus lewisii is a species of polypodiaceae and lepisorus,4191.862732887268
政府向斯坦克里克区和托莱多区的沿海村庄以及所有的近海岛屿发布强制撤离令。,The government has issued a forced withdrawal order to the coastal villages of the Stanklik and Toledo regions and all coastal islands.,The government issued a mandatory evacuation orders to the coastal villages of Stan Creek region and Toledo region and all offshore islands.,政府向斯坦克里克区和托莱多区的沿海村庄以及所有的近海岛屿发布强制撤离令,the government has issued a forced withdrawal order to the coastal villages of the stanklik and toledo regions and all coastal islands,the government issued a mandatory evacuation orders to the coastal villages of stan creek region and toledo region and all offshore islands,4191.862732887268
指令按顺序从原指令集翻译为目标指令集。,The command is translated from the original command to the target command in order.,Instructions are in order translated from the original instruction Set to the target instruction Set.,指令按顺序从原指令集翻译为目标指令集,the command is translated from the original command to the target command in order,instructions are in order translated from the original instruction set to the target instruction set,4191.862732887268
为王得禄剿平海贼时所建。,"Seen by Wang Deru, the Thief in the ceremonies of geping Hai Hi law 7 so he kah vite certified they deaf five learn what",It was built for Wang Delu to suppress the pirates.,为王得禄剿平海贼时所建,seen by wang deru the thief in the ceremonies of geping hai hi law 7 so he kah vite certified they deaf five learn what,it was built for wang delu to suppress the pirates,4191.862732887268
阿尔科人口变化图示,tecn,Population change graph in Alcor.,阿尔科人口变化图示,tecn,population change graph in alcor,4191.862732887268
阿安人口变化图示,Federalro N.G.S.,Population change graph in Ann.,阿安人口变化图示,federalro n g s,population change graph in ann,4191.862732887268
扎利曼农村居民点是俄罗斯联邦沃罗涅日州博古恰尔区所属的一个农村居民点。,"Tariman Japanese settlement is belongs to the European Union Russian Have Aremote some end corners,","The Zaliman area is a rural settlement of Boguchar District, Voronezh state, Russian Federation.",扎利曼农村居民点是俄罗斯联邦沃罗涅日州博古恰尔区所属的一个农村居民点,tariman japanese settlement is belongs to the european union russian have aremote some end corners,the zaliman area is a rural settlement of boguchar district voronezh state russian federation,4191.862732887268
