sentence,hypothesis,translation,clean_sentence,clean_hypothesis,clean_translation,training_time
高翥人。,the Pe checked in,Gaozhu.,高翥人,the pe checked in,gaozhu,4640.434547901154
博尔德列夫卡村委员会是俄罗斯联邦阿穆尔州扎维京斯克区所属的一个村委员会。,"The Berdlyavka Village Committee is a village committee in the Zavijinsk region of Amur, Russia.",The village committee in Bordlevka belongs to the Zavitinsk district of Amur region in Russia.,博尔德列夫卡村委员会是俄罗斯联邦阿穆尔州扎维京斯克区所属的一个村委员会,the berdlyavka village committee is a village committee in the zavijinsk region of amur russia,the village committee in bordlevka belongs to the zavitinsk district of amur region in russia,4640.434547901154
联邦快递广场是一座位于美国田纳西州曼菲斯的一座室内体育馆。,"The Federal Express Station is a indoor gym in Memphis, Tennessee, USA.","FedEx Plaza Square is an indoor stadium in Memphis, Tennessee, the USA.",联邦快递广场是一座位于美国田纳西州曼菲斯的一座室内体育馆,the federal express station is a indoor gym in memphis tennessee usa,fedex plaza square is an indoor stadium in memphis tennessee the usa,4640.434547901154
氨基甲酸乙酯可透过加成聚合反应生成高分子材料聚氨酯。,"Angiosouric first goal can beans through synthesis and synthesis reactions, and produce high-militar compliment basic material.",We could produce polymer polyurethane by urethane through polymerization.,氨基甲酸乙酯可透过加成聚合反应生成高分子材料聚氨酯,angiosouric first goal can beans through synthesis and synthesis reactions and produce high militar compliment basic material,we could produce polymer polyurethane by urethane through polymerization,4640.434547901154
第一代火影和第二代火影的弟子。,The first generation of Huo Ying and the second generation of Huo Ying disciples,The apprentice of the first and second generations of Naruto.,第一代火影和第二代火影的弟子,the first generation of huo ying and the second generation of huo ying disciples,the apprentice of the first and second generations of naruto,4640.434547901154
出版节是中华民国出版界设立。,"Our publishing business was founded in China,",The publishing day was set by the publish circle of the Republic of China.,出版节是中华民国出版界设立,our publishing business was founded in china,the publishing day was set by the publish circle of the republic of china,4640.434547901154
玛丽亚萨尔是奥地利克恩顿州克拉根福兰县的一个市镇。,Klazen is located on AsherENTE Manilaets,"Maria Sal is a town in Klagenfurt, Carinthia, Austria.",玛丽亚萨尔是奥地利克恩顿州克拉根福兰县的一个市镇,klazen is located on asherente manilaets,maria sal is a town in klagenfurt carinthia austria,4640.434547901154
剑桥大学考试委员会也是世界上众多的被所有政府承认的评估机构之一。,The Jianqiao University Examination Committee is also one of the many assessment agencies recognized by all governments in the world.,The Cambridge University Examination Committee is also one of the assessment agencies recognized by all countries in the world.,剑桥大学考试委员会也是世界上众多的被所有政府承认的评估机构之一,the jianqiao university examination committee is also one of the many assessment agencies recognized by all governments in the world,the cambridge university examination committee is also one of the assessment agencies recognized by all countries in the world,4640.434547901154
是上桥菜穗子异世界幻想小说的系列作品。,It's a series of works by Cai Suizi,These fantastic novels are series of books created by Naoko Naomiko.,是上桥菜穗子异世界幻想小说的系列作品,it s a series of works by cai suizi,these fantastic novels are series of books created by naoko naomiko,4640.434547901154
杰克逊的追思会是网路媒体历史上观看人数最多的事件之一。,The Jace meeting is one of the most watched events in the history of the online media.,Jackson’s memorial service was one of the events with countless audiences in history.,杰克逊的追思会是网路媒体历史上观看人数最多的事件之一,the jace meeting is one of the most watched events in the history of the online media,jackson s memorial service was one of the events with countless audiences in history,4640.434547901154
个人奖项颁发给每赛段的冠军队伍。,Advertisement,The individual awards will be conferred to the champion team in every phase.,个人奖项颁发给每赛段的冠军队伍,advertisement,the individual awards will be conferred to the champion team in every phase,4640.434547901154
在内罗毕完成高中及高中以前阶段的教育。,Education in Historial First Sch destroying the Vor haben,One should finish his high school and education before becoming a high school student in Nairobi.,在内罗毕完成高中及高中以前阶段的教育,education in historial first sch destroying the vor haben,one should finish his high school and education before becoming a high school student in nairobi,4640.434547901154
汾州一直属于河东节度使。,Wedines always belong to Indeed,Fenzhou prefecture was under the administration of the military governor in Hedong.,汾州一直属于河东节度使,wedines always belong to indeed,fenzhou prefecture was under the administration of the military governor in hedong,4640.434547901154
曾获美国国家艺术基金。,The American National Art Foundation,One was once awarded by the National Endowment for the Arts Foundation.,曾获美国国家艺术基金,the american national art foundation,one was once awarded by the national endowment for the arts foundation,4640.434547901154
鸣人在第三场正式考试时真的遇上了宁次。,Business đ truths 3. D,Uzumaki Naruto came across Neji during the third formal examination.,鸣人在第三场正式考试时真的遇上了宁次,business đ truths 3 d,uzumaki naruto came across neji during the third formal examination,4640.434547901154
第七届立法委员选举在桃园县立法委员第二选举区败给中国国民党籍的廖正井。,"The 7th Legislative Committee Elections in Taoyuan County Legislative Committee The second election district Liao Zhenjing, who lost to the Chinese Kuomintang","He was defeated by Liao Zhengjing, a member of the Chinese Kuomingdang in the second phase held in Taoyuan county during the period of the Seventh Legislator Election.",第七届立法委员选举在桃园县立法委员第二选举区败给中国国民党籍的廖正井,the 7th legislative committee elections in taoyuan county legislative committee the second election district liao zhenjing who lost to the chinese kuomintang,he was defeated by liao zhengjing a member of the chinese kuomingdang in the second phase held in taoyuan county during the period of the seventh legislator election,4640.434547901154
其广告短片由负责制作。,Advertising short film by responsible production,Its advertisement video was made by the principal.,其广告短片由负责制作,advertising short film by responsible production,its advertisement video was made by the principal,4640.434547901154
阿多诺的理论方法与他对音乐的理解有着密切联系。,The theory of Adorno is closely related to his understanding of music.,Adorno’s theoretical approaches have close connection with his unique understanding of the music.,阿多诺的理论方法与他对音乐的理解有着密切联系,the theory of adorno is closely related to his understanding of music,adorno s theoretical approaches have close connection with his unique understanding of the music,4640.434547901154
当时的大部份年轻人还是依旧偏好于英文歌曲和国语歌曲。,Most of the young people at that time were still more inclined to English songs and Mandarin songs.,At that time the majority of the youth are apt to enjoy English songs and Chinese songs.,当时的大部份年轻人还是依旧偏好于英文歌曲和国语歌曲,most of the young people at that time were still more inclined to english songs and mandarin songs,at that time the majority of the youth are apt to enjoy english songs and chinese songs,4640.434547901154
索纳克。,Sonar,Sonneneck.,索纳克,sonar,sonneneck,4640.434547901154
而足总杯及联赛杯将直接参与第三圈。,The team leader and the team competition will directly participate in the third round.,Winners of the FA Cup and League Cup have the right to be in the final contest directly.,而足总杯及联赛杯将直接参与第三圈,the team leader and the team competition will directly participate in the third round,winners of the fa cup and league cup have the right to be in the final contest directly,4640.434547901154
这是日本文学史上可考的第一部日记文学作品。,This is the first Japanese literary work in history.,It was the first reliable diary work in Japan’s literature history.,这是日本文学史上可考的第一部日记文学作品,this is the first japanese literary work in history,it was the first reliable diary work in japan s literature history,4640.434547901154
下原尖位于舌面。,The lower part of the circle is on the snake's face.,The protoconid is on the surface of the tongue.,下原尖位于舌面,the lower part of the circle is on the snake s face,the protoconid is on the surface of the tongue,4640.434547901154
这里的旧中国贸易指的是由十三行垄断的一口通商的广州外贸体制。,The old Chinese trade here refers to the Guangzhou foreign trade system monopolized by the 13th line of trade.,"It means the old system of foreign trades in Guangzhou, which was rigged by Shisanhang.",这里的旧中国贸易指的是由十三行垄断的一口通商的广州外贸体制,the old chinese trade here refers to the guangzhou foreign trade system monopolized by the 13th line of trade,it means the old system of foreign trades in guangzhou which was rigged by shisanhang,4640.434547901154
嘧啶是胞嘧啶和胸腺嘧啶。,이라는,The pyrimidines include cytosine and thymine.,嘧啶是胞嘧啶和胸腺嘧啶,이라는,the pyrimidines include cytosine and thymine,4640.434547901154
他通过与欧洲大国签署贸易协定巩固了自己的权力。,He has consolidated his rights by signing a trade agreement with the European Union.,He strengthened his own power through signing trade agreements with big economy in Europe.,他通过与欧洲大国签署贸易协定巩固了自己的权力,he has consolidated his rights by signing a trade agreement with the european union,he strengthened his own power through signing trade agreements with big economy in europe,4640.434547901154
该架构现在已经在全球全球范围内得到应用一致性。,The structure is now applied in a global range.,This schemas has been consistently accepted in the world.,该架构现在已经在全球全球范围内得到应用一致性,the structure is now applied in a global range,this schemas has been consistently accepted in the world,4640.434547901154
毕业于中国矿业大学研究生部煤田地质及勘探专业。,Graduated from Chinese Institute of Economics Major in Geology and Rehabilitation,"One graduated from the China University of Mining, majoring in coal geology and exploration.",毕业于中国矿业大学研究生部煤田地质及勘探专业,graduated from chinese institute of economics major in geology and rehabilitation,one graduated from the china university of mining majoring in coal geology and exploration,4640.434547901154
湖广乡试第三十一名。,Wu Guang is the 31st in the Xiang family,One got the 31st position in provincial examination of Huguan.,湖广乡试第三十一名,wu guang is the 31st in the xiang family,one got the 31st position in provincial examination of huguan,4640.434547901154
阿加汗三世。,treasure three Umwelt,Aga Khan III.,阿加汗三世,treasure three umwelt,aga khan iii,4640.434547901154
装饰陶器显示了经典的波斯园林垂直交叉式结构。,The decorative peach tree shows the classic Persian-style vertical cross-sectional structure.,The pottery was decorated with classic Persian garden style featuring vertical-cross structure texture.,装饰陶器显示了经典的波斯园林垂直交叉式结构,the decorative peach tree shows the classic persian style vertical cross sectional structure,the pottery was decorated with classic persian garden style featuring vertical cross structure texture,4640.434547901154
游戏以罗宾一行乘船出海继续完成使命而结束。,The game ends with Robin's journey from ship to sea.,The game was ended up with the new mission of Robin’s team.,游戏以罗宾一行乘船出海继续完成使命而结束,the game ends with robin s journey from ship to sea,the game was ended up with the new mission of robin s team,4640.434547901154
南京意思为南方的京城。,Nanjing means the capital of the south.,Nanking means the capital in the southern area.,南京意思为南方的京城,nanjing means the capital of the south,nanking means the capital in the southern area,4640.434547901154
基础生态位是物种能够持续存在的一系列环境条件。,The basic ecological position is a series of environmental conditions for species to continue to exist.,The fundamental niche is a series of environment condition for the long-last existence of all species.,基础生态位是物种能够持续存在的一系列环境条件,the basic ecological position is a series of environmental conditions for species to continue to exist,the fundamental niche is a series of environment condition for the long last existence of all species,4640.434547901154
明治时代在此设立陆军省。,The Ming Dynasty set up Lu Jun Province here,Lujunsheng was set up during the reign of the Meiji Emperor in Japan (A.D. 1867-1912).,明治时代在此设立陆军省,the ming dynasty set up lu jun province here,lujunsheng was set up during the reign of the meiji emperor in japan,4640.434547901154
二人随即来到遭废置的车站中寻找那节车厢。,Two people came to the abandoned station to find the carriage.,The two came to the abandoned station seeking for that carriage immediately.,二人随即来到遭废置的车站中寻找那节车厢,two people came to the abandoned station to find the carriage,the two came to the abandoned station seeking for that carriage immediately,4640.434547901154
第五届中韩电影节最佳剧情片银奖。,Best Movie Award for the 5th Chinese and Korean Film Festival,It got the silver award of the best drama series in the 5th China-South Korea Film Festival.,第五届中韩电影节最佳剧情片银奖,best movie award for the 5th chinese and korean film festival,it got the silver award of the best drama series in the 5th china south korea film festival,4640.434547901154
后任法国驻伦敦大使。,Major S lasciarau Ho On,He was appointed as the French ambassador to England.,后任法国驻伦敦大使,major s lasciarau ho on,he was appointed as the french ambassador to england,4640.434547901154
清朝后逐渐出现太学之类官方办的学校。,"After the Qing Dynasty, official schools such as Tai-Shiu gradually appeared.","There appeared some schools supported by the government gradually in the Qing Dynasty, similar to the Imperial College in feudal China.",清朝后逐渐出现太学之类官方办的学校,after the qing dynasty official schools such as tai shiu gradually appeared,there appeared some schools supported by the government gradually in the qing dynasty similar to the imperial college in feudal china,4640.434547901154
最后由标致车队夺得冠军。,"Finally, won by car",Finally Peugeot Sport became the winner.,最后由标致车队夺得冠军,finally won by car,finally peugeot sport became the winner,4640.434547901154
获奖作品与获奖者以粗体字显示。,The work of the award and the awardee are displayed in rough characters,The winners and their works would be in bold.,获奖作品与获奖者以粗体字显示,the work of the award and the awardee are displayed in rough characters,the winners and their works would be in bold,4640.434547901154
集惠寺始建于清朝干隆四十八年。,The Jihui Temple was built in the 48th year of the Qing Dynasty.,"Jihui Temple is founded in the 48th year of Qianlong emperor, (A.D. 1736).",集惠寺始建于清朝干隆四十八年,the jihui temple was built in the 48th year of the qing dynasty,jihui temple is founded in the 48th year of qianlong emperor,4640.434547901154
这两个神的观念与以前的摩尼教是一样的。,The concept of the two gods is the same as the previous monasticism.,The ideas of the two gods share the same understanding of the Manicheism.,这两个神的观念与以前的摩尼教是一样的,the concept of the two gods is the same as the previous monasticism,the ideas of the two gods share the same understanding of the manicheism,4640.434547901154
现代汉语语法最大的特点是没有严格意义的形态变化。,The biggest feature of modern Chinese grammar is the change of form without strict meaning.,The biggest feature of the modern Chinese grammar is without strict change of forms.,现代汉语语法最大的特点是没有严格意义的形态变化,the biggest feature of modern chinese grammar is the change of form without strict meaning,the biggest feature of the modern chinese grammar is without strict change of forms,4640.434547901154
奥利安是美国纽约州卡特罗格斯郡的一个城市。,"Oregon is a city in New York, Connecticut.","Olian is a town of the Cattaraugus, in the state of New York.",奥利安是美国纽约州卡特罗格斯郡的一个城市,oregon is a city in new york connecticut,olian is a town of the cattaraugus in the state of new york,4640.434547901154
内容有当地舞台等娱乐圈新闻及观影评论等。,"The content includes local stages, entertainment news and official comments.",The contents contains local performances in entertainment circle and reviews on movies and televisions.,内容有当地舞台等娱乐圈新闻及观影评论等,the content includes local stages entertainment news and official comments,the contents contains local performances in entertainment circle and reviews on movies and televisions,4640.434547901154
心智表征也能够表现那些个体没有经验过或不存在的事物。,Mind-set expression can also show those things that the individual has not experienced or does not exist.,The mental representations could reflect those inexperienced individuals and pigeon’s milk.,心智表征也能够表现那些个体没有经验过或不存在的事物,mind set expression can also show those things that the individual has not experienced or does not exist,the mental representations could reflect those inexperienced individuals and pigeon s milk,4640.434547901154
离休后享受省长级待遇。,Enjoy growth and treatment after retirement,One could enjoy the provincial treatment after retirement.,离休后享受省长级待遇,enjoy growth and treatment after retirement,one could enjoy the provincial treatment after retirement,4640.434547901154
它是遗传物质的最小单位。,It is the smallest unit of genetic material.,It is the smallest unit of genetic materials.,它是遗传物质的最小单位,it is the smallest unit of genetic material,it is the smallest unit of genetic materials,4640.434547901154
戴渊的父亲。,Dad in Taiyuan,Dai Yuan’s father.,戴渊的父亲,dad in taiyuan,dai yuan s father,4640.434547901154
二战时期美国海军为了在科奥劳山山顶设立无线电天线而建立了这条步道。,"During World War II, the U.S. Navy established this island to set up an infinite power line at the top of Mount Kuala Lumpur.","During the World War II, the navy of the USA built this footpath in order to set radio aerial on the top of the Ke’aolaoshan mountain.",二战时期美国海军为了在科奥劳山山顶设立无线电天线而建立了这条步道,during world war ii the u s navy established this island to set up an infinite power line at the top of mount kuala lumpur,during the world war ii the navy of the usa built this footpath in order to set radio aerial on the top of the ke aolaoshan mountain,4640.434547901154
不会透漏他们的位置,Will not reveal their location,Their positions will not be revealed.,不会透漏他们的位置,will not reveal their location,their positions will not be revealed,4640.434547901154
西拉尔人口变化图示,sunner bulb,The variation diagram of the population in Silae.,西拉尔人口变化图示,sunner bulb,the variation diagram of the population in silae,4640.434547901154
该市以其体育比赛场地和主办职业网球联合会赛事清奈公开赛着称。,Put and major club football regimental competition Hancheng Open Open,This city is famous for its sports equipment and frequent holding professional tennis federation’s contests.,该市以其体育比赛场地和主办职业网球联合会赛事清奈公开赛着称,put and major club football regimental competition hancheng open open,this city is famous for its sports equipment and frequent holding professional tennis federation s contests,4640.434547901154
全印学生协会解放的学生组织。,Student Organization for the Liberation of the Student Association,The India Student Federation is an organization for the freedom of the students.,全印学生协会解放的学生组织,student organization for the liberation of the student association,the india student federation is an organization for the freedom of the students,4640.434547901154
贵州卵叶报春为报春花科报春花属下的一个种。,"Guizhou給周,",Nuanye primula in Guizhou Province belongs to primula species in the primulaceae family.,贵州卵叶报春为报春花科报春花属下的一个种,guizhou給周,nuanye primula in guizhou province belongs to primula species in the primulaceae family,4640.434547901154
叶纸全缘或波状缘。,"focused on campus therapyоло The man will be given to meditate for 3 or 4 hours, and take two under his shower. These are light meditation practices.",They are leaf-shaped ranges or wave ranges.,叶纸全缘或波状缘,focused on campus therapyоло the man will be given to meditate for 3 or 4 hours and take two under his shower these are light meditation practices,they are leaf shaped ranges or wave ranges,4640.434547901154
尚普鲁吉耶人口变化图示,Scientifically,The variation diagram of the population in Shangpulujiye.,尚普鲁吉耶人口变化图示,scientifically,the variation diagram of the population in shangpulujiye,4640.434547901154
而赢得最轻松的是三破世界纪录的刘春红。,"The easiest to win is Liu Chunhong, who broke the world record.","Liu Chunhong who once broke the world record for three times, was the most relaxed winner.",而赢得最轻松的是三破世界纪录的刘春红,the easiest to win is liu chunhong who broke the world record,liu chunhong who once broke the world record for three times was the most relaxed winner,4640.434547901154
所有其他族群的年轻组别所占的百分比则比较大。,The percentage of young groups of all other groups is relatively large.,The youth in all groups are the majority in the whole population.,所有其他族群的年轻组别所占的百分比则比较大,the percentage of young groups of all other groups is relatively large,the youth in all groups are the majority in the whole population,4640.434547901154
后来才知道这本书已经绝版,"Later, I learned that this book was already out of print.",Latter we found that it was a book out of print.,后来才知道这本书已经绝版,later i learned that this book was already out of print,latter we found that it was a book out of print,4640.434547901154
军用和民用飞机都可以使用敌友识别系统。,Military and civilian aircraft can use LEO identification system,Both military and civil aircrafts could adopt the IFF system.,军用和民用飞机都可以使用敌友识别系统,military and civilian aircraft can use leo identification system,both military and civil aircrafts could adopt the iff system,4640.434547901154
同治十年任直隶布政使。,10 years as��政使,"In the year of Tongzhi Period(A.D. 1871), he was appointed as the administrative commissioner.",同治十年任直隶布政使,10 years as 政使,in the year of tongzhi period he was appointed as the administrative commissioner,4640.434547901154
位于利津县西南部。,Located in the southwest of Lixing County,It is located in Lijin county.,位于利津县西南部,located in the southwest of lixing county,it is located in lijin county,4640.434547901154
当时工人师傅的成分要比知识分子好得多。,"At that time, the ingredients of the craftsman's master were much better than the intellectuals.",At that time masters of workers were better than the intellectuals.,当时工人师傅的成分要比知识分子好得多,at that time the ingredients of the craftsman s master were much better than the intellectuals,at that time masters of workers were better than the intellectuals,4640.434547901154
亦是无线电视基本艺人合约男艺员。,"Jesus planning to be at our club , or Why is he late وس",He is also a contract artist in TVB.,亦是无线电视基本艺人合约男艺员,jesus planning to be at our club or why is he late وس,he is also a contract artist in tvb,4640.434547901154
勒格罗迪鲁瓦人口变化图示,tags having a picture of persona shuttle,The variation diagram of the population in Le Grau-du-Roi.,勒格罗迪鲁瓦人口变化图示,tags having a picture of persona shuttle,the variation diagram of the population in le grau du roi,4640.434547901154
一般脱毛后在一到两个星期毛就回重新长出来。,"After a hair loss, the hair will grow back again in one to two weeks.","Generally speaking, removed furs will grow to the former state within two weeks.",一般脱毛后在一到两个星期毛就回重新长出来,after a hair loss the hair will grow back again in one to two weeks,generally speaking removed furs will grow to the former state within two weeks,4640.434547901154
这种花包括兰花。,This flower includes orchids,It includes orchid.,这种花包括兰花,this flower includes orchids,it includes orchid,4640.434547901154
叙利亚自由军大部分由叙政府军的逃兵组成。,ículos liberat보다 in the 03 Captain,The freedom army of Syria mainly consists of deserters from its government’s army.,叙利亚自由军大部分由叙政府军的逃兵组成,ículos liberat보다 in the 03 captain,the freedom army of syria mainly consists of deserters from its government s army,4640.434547901154
规矩数是指可用尺规作图方式作出的实数。,The rule is that you can use the ruler to draw the number of times.,The constructible number refers to the real number calculated by the ruler and compasses.,规矩数是指可用尺规作图方式作出的实数,the rule is that you can use the ruler to draw the number of times,the constructible number refers to the real number calculated by the ruler and compasses,4640.434547901154
瑙鲁的历史和磷酸盐的采集有关。,The history of Lao Lu is related to the collection of the year of 03,The history of Nauru is related to the collection of the carbonate.,瑙鲁的历史和磷酸盐的采集有关,the history of lao lu is related to the collection of the year of 03,the history of nauru is related to the collection of the carbonate,4640.434547901154
爵波恩君。,corner dishonoring gods,Juebo’enjun.,爵波恩君,corner dishonoring gods,juebo enjun,4640.434547901154
充功臣馆协修。,充 工 场 管 协 修,As a Xiexiu in Gong pavilion.,充功臣馆协修,充 工 场 管 协 修,as a xiexiu in gong pavilion,4640.434547901154
这些可以被认为是早期的宇宙论。,These can be considered as early universe theory.,These are regarded as the early cosmology.,这些可以被认为是早期的宇宙论,these can be considered as early universe theory,these are regarded as the early cosmology,4640.434547901154
报道里的内容并不能证明桑兰撒谎。,The content of the report cannot prove that Sang Lan is lying.,The content in report does not mean that Sang Lan is a lier.,报道里的内容并不能证明桑兰撒谎,the content of the report cannot prove that sang lan is lying,the content in report does not mean that sang lan is a lier,4640.434547901154
核膜控制小分子物质的进出。,Content takes in and out of molecules and substances controlled by labs.,The nuclear membrane controls the comes-and-goes of the small molecule.,核膜控制小分子物质的进出,content takes in and out of molecules and substances controlled by labs,the nuclear membrane controls the comes and goes of the small molecule,4640.434547901154
死后追赠正二位。,"After that, I followed the two of them.",One was conferred posthumously to the Zheng’erpin title.,死后追赠正二位,after that i followed the two of them,one was conferred posthumously to the zheng erpin title,4640.434547901154
玩家的主要任务是从战俘营拯救战俘。,The main mission of the player is to save the battle Talon from the Talon Camp.,The prime task for players is to help those prisoners in special cells.,玩家的主要任务是从战俘营拯救战俘,the main mission of the player is to save the battle talon from the talon camp,the prime task for players is to help those prisoners in special cells,4640.434547901154
事梁为礼部侍郎。,Here are the two men from the Ministry of Rites.,"Shi Lian, an assistant minister in the minister of rites in ancient China.",事梁为礼部侍郎,here are the two men from the ministry of rites,shi lian an assistant minister in the minister of rites in ancient china,4640.434547901154
黄色妹妹头。,Yellow sister's head,A sexy girl’s image.,黄色妹妹头,yellow sister s head,a sexy girl s image,4640.434547901154
直通车课程是新加坡教育制度中的一个六年制特别课程。,The direct car course is a six-year special course in the Singapore education system.,No-stop courses are part of a six-years special programs of the educational system in Singapore.,直通车课程是新加坡教育制度中的一个六年制特别课程,the direct car course is a six year special course in the singapore education system,no stop courses are part of a six years special programs of the educational system in singapore,4640.434547901154
阿莱尔斯特是德国下萨克森州的一个市镇。,Aleister is a town in German Schaeskirchen.,Ahlerstedt is a town under the administration of the Saxony in Germany.,阿莱尔斯特是德国下萨克森州的一个市镇,aleister is a town in german schaeskirchen,ahlerstedt is a town under the administration of the saxony in germany,4640.434547901154
常被视为研究广告效果提升的市场调研的一个分支领域。,mate trade related to consultancyسمing it as谷去 American commercial marketing,Study on the improvement of the advertising effect is recognized as a branch of the market research.,常被视为研究广告效果提升的市场调研的一个分支领域,mate trade related to consultancyسمing it as谷去 american commercial marketing,study on the improvement of the advertising effect is recognized as a branch of the market research,4640.434547901154
台中市港区艺术中心是位于台中市清水区的公立艺文场所。,"Taichung City Port Area Art Center is located in the Qing Shui District of Taichung City, a public art and literature center.","The Art Center of the Gangqu district in Taichung City, is a public art venue located in Qingshui district, Taichung City.",台中市港区艺术中心是位于台中市清水区的公立艺文场所,taichung city port area art center is located in the qing shui district of taichung city a public art and literature center,the art center of the gangqu district in taichung city is a public art venue located in qingshui district taichung city,4640.434547901154
局长在常务副局长的协助下领导芝加哥警察局。,The chief is assisting the chief of the department in his business. He is the leader of the Chicago Police Department.,"The director of the bureau, with the assistance of the deputy executive director, is in charge of the Chicago police.",局长在常务副局长的协助下领导芝加哥警察局,the chief is assisting the chief of the department in his business he is the leader of the chicago police department,the director of the bureau with the assistance of the deputy executive director is in charge of the chicago police,4640.434547901154
佩尔莱和卡斯泰莱。,let's drink cassie mendel,Pei’erlai and Kasitailai.,佩尔莱和卡斯泰莱,let s drink cassie mendel,pei erlai and kasitailai,4640.434547901154
途中开始下雪了,It's starting to snow in the picture,It starts to snow in the journey.,途中开始下雪了,it s starting to snow in the picture,it starts to snow in the journey,4640.434547901154
之后辖境屡有变迁。,이었 which happens to have a arrangement when you often play this piece,And latter its areas changed for several times.,之后辖境屡有变迁,이었 which happens to have a arrangement when you often play this piece,and latter its areas changed for several times,4640.434547901154
冠礼从原始社会的成丁礼演变而来。,冠礼从原始社会的成定理引变而来,The capping ceremony comes from the adulting ones.,冠礼从原始社会的成丁礼演变而来,冠礼从原始社会的成定理引变而来,the capping ceremony comes from the adulting ones,4640.434547901154
这个航向通常称作径向线。,This is usually called the golden line.,This air line is called Strange line.,这个航向通常称作径向线,this is usually called the golden line,this air line is called strange line,4640.434547901154
二十九年驻扎御前前军统制兼主管中军军马。,"MY mittlerweile order, the 김종 incendia cheered forever by first aid in the lines of Corporal Chen","In the 29th year, one was appointed as emperor’s commander, charging the troops and horses.",二十九年驻扎御前前军统制兼主管中军军马,my mittlerweile order the 김종 incendia cheered forever by first aid in the lines of corporal chen,in the 29th year one was appointed as emperor s commander charging the troops and horses,4640.434547901154
发现真相的诗音决定除去铁平但被圭一制止了。,"The voice of finding the truth decided to remove the iron screen, but was suspended",Shiyin found the truth and wanted to kill Tieping but was stopped by Guiyi.,发现真相的诗音决定除去铁平但被圭一制止了,the voice of finding the truth decided to remove the iron screen but was suspended,shiyin found the truth and wanted to kill tieping but was stopped by guiyi,4640.434547901154
取得领导地位,receber领导状态,One got the leading position.,取得领导地位,receber领导状态,one got the leading position,4640.434547901154
平罗线,滑,Pingluo Line.,平罗线,滑,pingluo line,4640.434547901154
较着名的影片系列为都市传说系列。,The name of the video is The Legend of the City,The famous series are urban legend ones.,较着名的影片系列为都市传说系列,the name of the video is the legend of the city,the famous series are urban legend ones,4640.434547901154
母语为中原官话。,Time is up!,The mother tongue is Zhongyuan Mandarin.,母语为中原官话,time is up,the mother tongue is zhongyuan mandarin,4640.434547901154
唐玄宗时代大臣。,Tang Xian Zong Shi Dai Da Chen,An official during the regime of the emperor Tangxuanzong.,唐玄宗时代大臣,tang xian zong shi dai da chen,an official during the regime of the emperor tangxuanzong,4640.434547901154
艾贝尔。,l гораздо,Abel.,艾贝尔,l гораздо,abel,4640.434547901154
昨晚就已经劈腿三次,I already kicked three times last night,One she did three splits last night.,昨晚就已经劈腿三次,i already kicked three times last night,one she did three splits last night,4640.434547901154
显脉红花荷为金缕梅科红花荷属下的一个种。,blood famili red flower river lion'sato red flower river headlines red flower river one variety,Xianmai red safflower belongs to the genus safflower in the family of hamamelidaceae.,显脉红花荷为金缕梅科红花荷属下的一个种,blood famili red flower river lion sato red flower river headlines red flower river one variety,xianmai red safflower belongs to the genus safflower in the family of hamamelidaceae,4640.434547901154
换元积分法是求积分的一种方法。,The change of points method is a way to get points.,The integration by substitution is a way to definite the calculation result.,换元积分法是求积分的一种方法,the change of points method is a way to get points,the integration by substitution is a way to definite the calculation result,4640.434547901154
乐谱手稿现存于波兰克拉科夫内。,The original handbook of the polyphonic vinoекст In the city of Boleklaf,"The script of this music is in Krakow, Poland.",乐谱手稿现存于波兰克拉科夫内,the original handbook of the polyphonic vinoекст in the city of boleklaf,the script of this music is in krakow poland,4640.434547901154
中都城西北山上筑烽火台。,to the issover veracruz,The beacon towers was built on the northwest of Zhongdu town.,中都城西北山上筑烽火台,to the issover veracruz,the beacon towers was built on the northwest of zhongdu town,4640.434547901154
协助二度就业母亲,Assistive,Helping the laid-off mothers to hunt jobs.,协助二度就业母亲,assistive,helping the laid off mothers to hunt jobs,4640.434547901154
行程群组被使用于控制信号的分配。,The group is used to control signal distribution.,The route cluster is used as the distribution of the control signals.,行程群组被使用于控制信号的分配,the group is used to control signal distribution,the route cluster is used as the distribution of the control signals,4640.434547901154
拜占庭帝国并没有皇帝世袭的正式体制。,The Baizhanting Empire does not have an official system of emperor's internship,Byzantine Empire had no formal hereditary system.,拜占庭帝国并没有皇帝世袭的正式体制,the baizhanting empire does not have an official system of emperor s internship,byzantine empire had no formal hereditary system,4640.434547901154
北京各界人士希望在宪法中争取确立民权。,Beijing people from all walks of life want to fight for their rights in the Constitution,All walks of life in Beijing hope that the civil rights would be affirmed in the Constitutions.,北京各界人士希望在宪法中争取确立民权,beijing people from all walks of life want to fight for their rights in the constitution,all walks of life in beijing hope that the civil rights would be affirmed in the constitutions,4640.434547901154
卢卡斯出生在加拿大。,Lucas was born in Canada,Lucas was born in Canada.,卢卡斯出生在加拿大,lucas was born in canada,lucas was born in canada,4640.434547901154
肛门盖是单一块鳞片。,Unique zincnamed...,The anorectum is a single scale.,肛门盖是单一块鳞片,unique zincnamed,the anorectum is a single scale,4640.434547901154
不漏水较理想。,"Don't miss the ruined sea, teach your dream",No leak is ideal.,不漏水较理想,don t miss the ruined sea teach your dream,no leak is ideal,4640.434547901154
